"Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"string320","","","",0,*,"","","","","Primitive Type string320","A string that may contain Github Flavored Markdown syntax for optional processing by a        mark down presentation engine","Systems are not required to have markdown support, so the text should be readable without        markdown processing. The markdown syntax is GFM - see https://github.github.com/gfm/","","","","","","","","",,,,,"",,,,"string320",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"string320.id","","","",0,1,"","","","string {[]} {[]}
","xml:id (or equivalent in JSON)","unique id for the element within a resource (for internal references)","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"string320.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition        of the resource. To make the use of extensions safe and manageable, there is a strict        set of governance  applied to the definition and use of extensions. Though any implementer        can define an extension, there is a set of requirements that SHALL be met as part of the        definition of the extension.","There can be no stigma associated with the use of extensions by any application, project,        or standard - regardless of the institution or jurisdiction that uses or defines the extensions.         The use of extensions is what allows the FHIR specification to retain a core level of        simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"",""
"string320.value","","","",0,1,"","","","string {[]} {[]}
","Primitive value for string320","Primitive value for string320","","","","","","","","","",320,,,,"",,,,"string.value",0,1,"",""
